Community,Task,Field,Value
C25216 - UJV Four Seasons at Parkland 60' (25216),Submit for Model Permit,CIP-Team,Construction
C25216 - UJV Four Seasons at Parkland 60' (25216),Submit for Model Permit,CIP-Line ID,P1066.C
C25216 - UJV Four Seasons at Parkland 60' (25216),Plan Approval,Assignee,1202453112366854
C25216 - UJV Four Seasons at Parkland 60' (25216),Plan Approval,Due On,2023-01-02
C25216 - UJV Four Seasons at Parkland 60' (25216),Plan Approval,CIP-Milestone,*
C25216 - UJV Four Seasons at Parkland 60' (25216),Plan Approval,CIP-Team,Architecture
C25216 - UJV Four Seasons at Parkland 60' (25216),Plan Approval,CIP-Line ID,P1010.C
C25216 - UJV Four Seasons at Parkland 60' (25216),Begin Bid Process,Assignee,1202584680648809
C25216 - UJV Four Seasons at Parkland 60' (25216),Begin Bid Process,Due On,2023-01-09
C25216 - UJV Four Seasons at Parkland 60' (25216),Begin Bid Process,CIP-Milestone,*
C25216 - UJV Four Seasons at Parkland 60' (25216),Begin Bid Process,CIP-Team,Purchasing
C25216 - UJV Four Seasons at Parkland 60' (25216),Begin Bid Process,CIP-Line ID,P1011.C
C25216 - UJV Four Seasons at Parkland 60' (25216),Contract Signed,Assignee,1202483398164627
C25216 - UJV Four Seasons at Parkland 60' (25216),Contract Signed,Due On,2023-01-16
C25216 - UJV Four Seasons at Parkland 60' (25216),Contract Signed,CIP-Milestone,*
C25216 - UJV Four Seasons at Parkland 60' (25216),Contract Signed,CIP-Team,Legal
C25216 - UJV Four Seasons at Parkland 60' (25216),Contract Signed,CIP-Line ID,P1083.C
C25216 - UJV Four Seasons at Parkland 60' (25216),LD Start,Assignee,1199128502925200
C25216 - UJV Four Seasons at Parkland 60' (25216),LD Start,Due On,2023-01-30
C25216 - UJV Four Seasons at Parkland 60' (25216),LD Start,Start On,2023-01-23
C25216 - UJV Four Seasons at Parkland 60' (25216),LD Start,CIP-Milestone,*
C25216 - UJV Four Seasons at Parkland 60' (25216),LD Start,CIP-Team,Land Dev
C25216 - UJV Four Seasons at Parkland 60' (25216),LD Start,CIP-Line ID,P1086.C
C25216 - UJV Four Seasons at Parkland 60' (25216),Energize Site (Site Hot),Assignee,1199128502925200
C25216 - UJV Four Seasons at Parkland 60' (25216),Energize Site (Site Hot),Due On,2023-02-03
C25216 - UJV Four Seasons at Parkland 60' (25216),Energize Site (Site Hot),Start On,2023-01-31
C25216 - UJV Four Seasons at Parkland 60' (25216),Energize Site (Site Hot),CIP-Milestone,*
C25216 - UJV Four Seasons at Parkland 60' (25216),Energize Site (Site Hot),CIP-Team,Land Dev
C25216 - UJV Four Seasons at Parkland 60' (25216),Energize Site (Site Hot),CIP-Line ID,P1019.C
C25216 - UJV Four Seasons at Parkland 60' (25216),Model Start,Assignee,1199128502925200
C25216 - UJV Four Seasons at Parkland 60' (25216),Model Start,Due On,2023-02-06
C25216 - UJV Four Seasons at Parkland 60' (25216),Model Start,CIP-Milestone,*
C25216 - UJV Four Seasons at Parkland 60' (25216),Model Start,CIP-Team,Construction
C25216 - UJV Four Seasons at Parkland 60' (25216),Model Start,CIP-Line ID,P1030.C
C25216 - UJV Four Seasons at Parkland 60' (25216),Open for Sale,Assignee,1202584680648809
C25216 - UJV Four Seasons at Parkland 60' (25216),Open for Sale,Due On,2023-02-13
C25216 - UJV Four Seasons at Parkland 60' (25216),Open for Sale,CIP-Milestone,*
C25216 - UJV Four Seasons at Parkland 60' (25216),Open for Sale,CIP-Team,Sales
C25216 - UJV Four Seasons at Parkland 60' (25216),Open for Sale,CIP-Line ID,P1029.C
C25216 - UJV Four Seasons at Parkland 60' (25216),First Lot Takedown/Open Escrow,Assignee,1202483398164627
C25216 - UJV Four Seasons at Parkland 60' (25216),First Lot Takedown/Open Escrow,Due On,2023-02-20
C25216 - UJV Four Seasons at Parkland 60' (25216),First Lot Takedown/Open Escrow,CIP-Milestone,*
C25216 - UJV Four Seasons at Parkland 60' (25216),First Lot Takedown/Open Escrow,CIP-Team,Legal
C25216 - UJV Four Seasons at Parkland 60' (25216),First Lot Takedown/Open Escrow,CIP-Line ID,P1091.C
C25216 - UJV Four Seasons at Parkland 60' (25216),Start Production,Assignee,1199128502925200
C25216 - UJV Four Seasons at Parkland 60' (25216),Start Production,Due On,2023-02-27
C25216 - UJV Four Seasons at Parkland 60' (25216),Start Production,CIP-Milestone,*
C25216 - UJV Four Seasons at Parkland 60' (25216),Start Production,CIP-Team,Construction
C25216 - UJV Four Seasons at Parkland 60' (25216),Start Production,CIP-Line ID,P1032.C
C25216 - UJV Four Seasons at Parkland 60' (25216),1st Production Foundation Start,Assignee,1202453112366854
C25216 - UJV Four Seasons at Parkland 60' (25216),1st Production Foundation Start,Due On,2023-03-06
C25216 - UJV Four Seasons at Parkland 60' (25216),1st Production Foundation Start,CIP-Milestone,*
C25216 - UJV Four Seasons at Parkland 60' (25216),1st Production Foundation Start,CIP-Team,Operations
C25216 - UJV Four Seasons at Parkland 60' (25216),1st Production Foundation Start,CIP-Line ID,P1103.C
C25217 - UJV Four Seasons at Parkland 70' (25217),ID Property,Assignee,1202483398164627
C25217 - UJV Four Seasons at Parkland 70' (25217),ID Property,Due On,2022-11-09
C25217 - UJV Four Seasons at Parkland 70' (25217),ID Property,CIP-Milestone,*
C25217 - UJV Four Seasons at Parkland 70' (25217),ID Property,CIP-Team,"Architecture, Land Acq"
C25217 - UJV Four Seasons at Parkland 70' (25217),ID Property,CIP-Line ID,P1000.C
C25217 - UJV Four Seasons at Parkland 70' (25217),Submit for Model Permit,Assignee,1199128502925200
C25217 - UJV Four Seasons at Parkland 70' (25217),Submit for Model Permit,Due On,2022-12-26
C25217 - UJV Four Seasons at Parkland 70' (25217),Submit for Model Permit,CIP-Milestone,*
C25217 - UJV Four Seasons at Parkland 70' (25217),Submit for Model Permit,CIP-Team,Construction
C25217 - UJV Four Seasons at Parkland 70' (25217),Submit for Model Permit,CIP-Line ID,P1066.C
C25217 - UJV Four Seasons at Parkland 70' (25217),Plan Approval,Assignee,1202453112366854
C25217 - UJV Four Seasons at Parkland 70' (25217),Plan Approval,Due On,2023-01-02
C25217 - UJV Four Seasons at Parkland 70' (25217),Plan Approval,CIP-Milestone,*
C25217 - UJV Four Seasons at Parkland 70' (25217),Plan Approval,CIP-Team,Architecture
C25217 - UJV Four Seasons at Parkland 70' (25217),Plan Approval,CIP-Line ID,P1010.C
C25217 - UJV Four Seasons at Parkland 70' (25217),Begin Bid Process,Assignee,1202584680648809
C25217 - UJV Four Seasons at Parkland 70' (25217),Begin Bid Process,Due On,2023-01-09
C25217 - UJV Four Seasons at Parkland 70' (25217),Begin Bid Process,CIP-Milestone,*
C25217 - UJV Four Seasons at Parkland 70' (25217),Begin Bid Process,CIP-Team,Purchasing
C25217 - UJV Four Seasons at Parkland 70' (25217),Begin Bid Process,CIP-Line ID,P1011.C
C25217 - UJV Four Seasons at Parkland 70' (25217),Contract Signed,Assignee,1202483398164627
C25217 - UJV Four Seasons at Parkland 70' (25217),Contract Signed,Due On,2023-01-16
C25217 - UJV Four Seasons at Parkland 70' (25217),Contract Signed,CIP-Milestone,*
C25217 - UJV Four Seasons at Parkland 70' (25217),Contract Signed,CIP-Team,Legal
C25217 - UJV Four Seasons at Parkland 70' (25217),Contract Signed,CIP-Line ID,P1083.C
C25217 - UJV Four Seasons at Parkland 70' (25217),LD Start,Assignee,1199128502925200
C25217 - UJV Four Seasons at Parkland 70' (25217),LD Start,Due On,2023-01-30
C25217 - UJV Four Seasons at Parkland 70' (25217),LD Start,Start On,2023-01-23
C25217 - UJV Four Seasons at Parkland 70' (25217),LD Start,CIP-Milestone,*
C25217 - UJV Four Seasons at Parkland 70' (25217),LD Start,CIP-Team,Land Dev
C25217 - UJV Four Seasons at Parkland 70' (25217),LD Start,CIP-Line ID,P1086.C
C25217 - UJV Four Seasons at Parkland 70' (25217),Energize Site (Site Hot),Assignee,1199128502925200
C25217 - UJV Four Seasons at Parkland 70' (25217),Energize Site (Site Hot),Due On,2023-02-03
C25217 - UJV Four Seasons at Parkland 70' (25217),Energize Site (Site Hot),Start On,2023-01-31
C25217 - UJV Four Seasons at Parkland 70' (25217),Energize Site (Site Hot),CIP-Milestone,*
C25217 - UJV Four Seasons at Parkland 70' (25217),Energize Site (Site Hot),CIP-Team,Land Dev
C25217 - UJV Four Seasons at Parkland 70' (25217),Energize Site (Site Hot),CIP-Line ID,P1019.C
C25217 - UJV Four Seasons at Parkland 70' (25217),Model Start,Assignee,1199128502925200
C25217 - UJV Four Seasons at Parkland 70' (25217),Model Start,Due On,2023-02-06
C25217 - UJV Four Seasons at Parkland 70' (25217),Model Start,CIP-Milestone,*
C25217 - UJV Four Seasons at Parkland 70' (25217),Model Start,CIP-Team,Construction
C25217 - UJV Four Seasons at Parkland 70' (25217),Model Start,CIP-Line ID,P1030.C
C25217 - UJV Four Seasons at Parkland 70' (25217),Open for Sale,Assignee,1202584680648809
C25217 - UJV Four Seasons at Parkland 70' (25217),Open for Sale,Due On,2023-02-13
C25217 - UJV Four Seasons at Parkland 70' (25217),Open for Sale,CIP-Milestone,*
C25217 - UJV Four Seasons at Parkland 70' (25217),Open for Sale,CIP-Team,Sales
C25217 - UJV Four Seasons at Parkland 70' (25217),Open for Sale,CIP-Line ID,P1029.C
C25217 - UJV Four Seasons at Parkland 70' (25217),First Lot Takedown/Open Escrow,Assignee,1202483398164627
C25217 - UJV Four Seasons at Parkland 70' (25217),First Lot Takedown/Open Escrow,Due On,2023-02-20
C25217 - UJV Four Seasons at Parkland 70' (25217),First Lot Takedown/Open Escrow,CIP-Milestone,*
C25217 - UJV Four Seasons at Parkland 70' (25217),First Lot Takedown/Open Escrow,CIP-Team,Legal
C25217 - UJV Four Seasons at Parkland 70' (25217),First Lot Takedown/Open Escrow,CIP-Line ID,P1091.C
C25217 - UJV Four Seasons at Parkland 70' (25217),Start Production,Assignee,1199128502925200
C25217 - UJV Four Seasons at Parkland 70' (25217),Start Production,Due On,2023-02-27
C25217 - UJV Four Seasons at Parkland 70' (25217),Start Production,CIP-Milestone,*
C25217 - UJV Four Seasons at Parkland 70' (25217),Start Production,CIP-Team,Construction
C25217 - UJV Four Seasons at Parkland 70' (25217),Start Production,CIP-Line ID,P1032.C
C25217 - UJV Four Seasons at Parkland 70' (25217),1st Production Foundation Start,Assignee,1202453112366854
C25217 - UJV Four Seasons at Parkland 70' (25217),1st Production Foundation Start,Due On,2023-03-06
C25217 - UJV Four Seasons at Parkland 70' (25217),1st Production Foundation Start,CIP-Milestone,*
C25217 - UJV Four Seasons at Parkland 70' (25217),1st Production Foundation Start,CIP-Team,Operations
C25217 - UJV Four Seasons at Parkland 70' (25217),1st Production Foundation Start,CIP-Line ID,P1103.C
C25222 - UJV FS at Parkland 50s on 70s (25222),ID Property,Assignee,1202483398164627
C25222 - UJV FS at Parkland 50s on 70s (25222),ID Property,Due On,2022-11-09
C25222 - UJV FS at Parkland 50s on 70s (25222),ID Property,CIP-Milestone,*
C25222 - UJV FS at Parkland 50s on 70s (25222),ID Property,CIP-Team,"Architecture, Land Acq"
C25222 - UJV FS at Parkland 50s on 70s (25222),ID Property,CIP-Line ID,P1000.C
C25222 - UJV FS at Parkland 50s on 70s (25222),Submit for Model Permit,Assignee,1199128502925200
C25222 - UJV FS at Parkland 50s on 70s (25222),Submit for Model Permit,Due On,2022-12-26
C25222 - UJV FS at Parkland 50s on 70s (25222),Submit for Model Permit,CIP-Milestone,*
C25222 - UJV FS at Parkland 50s on 70s (25222),Submit for Model Permit,CIP-Team,Construction
C25222 - UJV FS at Parkland 50s on 70s (25222),Submit for Model Permit,CIP-Line ID,P1066.C
C25222 - UJV FS at Parkland 50s on 70s (25222),Plan Approval,Assignee,1202453112366854
C25222 - UJV FS at Parkland 50s on 70s (25222),Plan Approval,Due On,2023-01-02
C25222 - UJV FS at Parkland 50s on 70s (25222),Plan Approval,CIP-Milestone,*
C25222 - UJV FS at Parkland 50s on 70s (25222),Plan Approval,CIP-Team,Architecture
C25222 - UJV FS at Parkland 50s on 70s (25222),Plan Approval,CIP-Line ID,P1010.C
C25222 - UJV FS at Parkland 50s on 70s (25222),Begin Bid Process,Assignee,1202584680648809
C25222 - UJV FS at Parkland 50s on 70s (25222),Begin Bid Process,Due On,2023-01-09
C25222 - UJV FS at Parkland 50s on 70s (25222),Begin Bid Process,CIP-Milestone,*
C25222 - UJV FS at Parkland 50s on 70s (25222),Begin Bid Process,CIP-Team,Purchasing
C25222 - UJV FS at Parkland 50s on 70s (25222),Begin Bid Process,CIP-Line ID,P1011.C
C25222 - UJV FS at Parkland 50s on 70s (25222),Contract Signed,Assignee,1202483398164627
C25222 - UJV FS at Parkland 50s on 70s (25222),Contract Signed,Due On,2023-01-16
C25222 - UJV FS at Parkland 50s on 70s (25222),Contract Signed,CIP-Milestone,*
C25222 - UJV FS at Parkland 50s on 70s (25222),Contract Signed,CIP-Team,Legal
C25222 - UJV FS at Parkland 50s on 70s (25222),Contract Signed,CIP-Line ID,P1083.C
C25222 - UJV FS at Parkland 50s on 70s (25222),LD Start,Assignee,1199128502925200
C25222 - UJV FS at Parkland 50s on 70s (25222),LD Start,Due On,2023-01-30
C25222 - UJV FS at Parkland 50s on 70s (25222),LD Start,Start On,2023-01-23
C25222 - UJV FS at Parkland 50s on 70s (25222),LD Start,CIP-Milestone,*
C25222 - UJV FS at Parkland 50s on 70s (25222),LD Start,CIP-Team,Land Dev
C25222 - UJV FS at Parkland 50s on 70s (25222),LD Start,CIP-Line ID,P1086.C
C25222 - UJV FS at Parkland 50s on 70s (25222),Energize Site (Site Hot),Assignee,1199128502925200
C25222 - UJV FS at Parkland 50s on 70s (25222),Energize Site (Site Hot),Due On,2023-02-03
C25222 - UJV FS at Parkland 50s on 70s (25222),Energize Site (Site Hot),Start On,2023-01-31
C25222 - UJV FS at Parkland 50s on 70s (25222),Energize Site (Site Hot),CIP-Milestone,*
C25222 - UJV FS at Parkland 50s on 70s (25222),Energize Site (Site Hot),CIP-Team,Land Dev
C25222 - UJV FS at Parkland 50s on 70s (25222),Energize Site (Site Hot),CIP-Line ID,P1019.C
C25222 - UJV FS at Parkland 50s on 70s (25222),Model Start,Assignee,1199128502925200
C25222 - UJV FS at Parkland 50s on 70s (25222),Model Start,Due On,2023-02-06
C25222 - UJV FS at Parkland 50s on 70s (25222),Model Start,CIP-Milestone,*
C25222 - UJV FS at Parkland 50s on 70s (25222),Model Start,CIP-Team,Construction
C25222 - UJV FS at Parkland 50s on 70s (25222),Model Start,CIP-Line ID,P1030.C
C25222 - UJV FS at Parkland 50s on 70s (25222),Open for Sale,Assignee,1202584680648809
C25222 - UJV FS at Parkland 50s on 70s (25222),Open for Sale,Due On,2023-02-13
C25222 - UJV FS at Parkland 50s on 70s (25222),Open for Sale,CIP-Milestone,*
C25222 - UJV FS at Parkland 50s on 70s (25222),Open for Sale,CIP-Team,Sales
C25222 - UJV FS at Parkland 50s on 70s (25222),Open for Sale,CIP-Line ID,P1029.C
C25222 - UJV FS at Parkland 50s on 70s (25222),First Lot Takedown/Open Escrow,Assignee,1202483398164627
C25222 - UJV FS at Parkland 50s on 70s (25222),First Lot Takedown/Open Escrow,Due On,2023-02-20
C25222 - UJV FS at Parkland 50s on 70s (25222),First Lot Takedown/Open Escrow,CIP-Milestone,*
C25222 - UJV FS at Parkland 50s on 70s (25222),First Lot Takedown/Open Escrow,CIP-Team,Legal
C25222 - UJV FS at Parkland 50s on 70s (25222),First Lot Takedown/Open Escrow,CIP-Line ID,P1091.C
C25222 - UJV FS at Parkland 50s on 70s (25222),Start Production,Assignee,1199128502925200
C25222 - UJV FS at Parkland 50s on 70s (25222),Start Production,Due On,2023-02-27
C25222 - UJV FS at Parkland 50s on 70s (25222),Start Production,CIP-Milestone,*
C25222 - UJV FS at Parkland 50s on 70s (25222),Start Production,CIP-Team,Construction
C25222 - UJV FS at Parkland 50s on 70s (25222),Start Production,CIP-Line ID,P1032.C
C25222 - UJV FS at Parkland 50s on 70s (25222),1st Production Foundation Start,Assignee,1202453112366854
C25222 - UJV FS at Parkland 50s on 70s (25222),1st Production Foundation Start,Due On,2023-03-06
C25222 - UJV FS at Parkland 50s on 70s (25222),1st Production Foundation Start,CIP-Milestone,*
C25222 - UJV FS at Parkland 50s on 70s (25222),1st Production Foundation Start,CIP-Team,Operations
C25222 - UJV FS at Parkland 50s on 70s (25222),1st Production Foundation Start,CIP-Line ID,P1103.C
C26284 - UJV Four Seasons Orlando Master (26284),ID Property,Assignee,1202483398164627
C26284 - UJV Four Seasons Orlando Master (26284),ID Property,Due On,2022-11-09
C26284 - UJV Four Seasons Orlando Master (26284),ID Property,CIP-Milestone,*
C26284 - UJV Four Seasons Orlando Master (26284),ID Property,CIP-Team,"Architecture, Land Acq"
C26284 - UJV Four Seasons Orlando Master (26284),ID Property,CIP-Line ID,P1000.C
C26284 - UJV Four Seasons Orlando Master (26284),Submit for Model Permit,Assignee,1199128502925200
C26284 - UJV Four Seasons Orlando Master (26284),Submit for Model Permit,Due On,2022-12-26
C26284 - UJV Four Seasons Orlando Master (26284),Submit for Model Permit,CIP-Milestone,*
C26284 - UJV Four Seasons Orlando Master (26284),Submit for Model Permit,CIP-Team,Construction
C26284 - UJV Four Seasons Orlando Master (26284),Submit for Model Permit,CIP-Line ID,P1066.C
C26284 - UJV Four Seasons Orlando Master (26284),Plan Approval,Assignee,1202453112366854
C26284 - UJV Four Seasons Orlando Master (26284),Plan Approval,Due On,2023-01-02
C26284 - UJV Four Seasons Orlando Master (26284),Plan Approval,CIP-Milestone,*
C26284 - UJV Four Seasons Orlando Master (26284),Plan Approval,CIP-Team,Architecture
C26284 - UJV Four Seasons Orlando Master (26284),Plan Approval,CIP-Line ID,P1010.C
C26284 - UJV Four Seasons Orlando Master (26284),Begin Bid Process,Assignee,1202584680648809
C26284 - UJV Four Seasons Orlando Master (26284),Begin Bid Process,Due On,2023-01-09
C26284 - UJV Four Seasons Orlando Master (26284),Begin Bid Process,CIP-Milestone,*
C26284 - UJV Four Seasons Orlando Master (26284),Begin Bid Process,CIP-Team,Purchasing
C26284 - UJV Four Seasons Orlando Master (26284),Begin Bid Process,CIP-Line ID,P1011.C
C26284 - UJV Four Seasons Orlando Master (26284),Contract Signed,Assignee,1202483398164627
C26284 - UJV Four Seasons Orlando Master (26284),Contract Signed,Due On,2023-01-16
C26284 - UJV Four Seasons Orlando Master (26284),Contract Signed,CIP-Milestone,*
C26284 - UJV Four Seasons Orlando Master (26284),Contract Signed,CIP-Team,Legal
